Source;Target;Id;linkname
10997;10956;124189.0;10997->10956
10997;11070;124190.0;10997->11070
10997;11087;124191.0;10997->11087
10997;11147;124192.0;10997->11147
10998;1442;124193.0;10998->1442
10998;1473;124194.0;10998->1473
10998;1480;124195.0;10998->1480
10998;1491;124196.0;10998->1491
10998;1492;124197.0;10998->1492
10998;1497;124198.0;10998->1497
10998;1501;124199.0;10998->1501
10998;9946;124200.0;10998->9946
10998;10889;124201.0;10998->10889
10998;11150;124202.0;10998->11150
10998;11185;124203.0;10998->11185
10998;11230;124204.0;10998->11230
10999;3699;124205.0;10999->3699
10999;3743;124206.0;10999->3743
10999;3782;124207.0;10999->3782
10999;10892;124208.0;10999->10892
10999;11088;124209.0;10999->11088
11000;1473;124210.0;11000->1473
11000;1491;124211.0;11000->1491
11000;11031;124212.0;11000->11031
11000;11153;124213.0;11000->11153
11000;11240;124214.0;11000->11240
11001;1433;124215.0;11001->1433
11001;1434;124216.0;11001->1434
11002;1042;124217.0;11002->1042
11002;1864;124218.0;11002->1864
11002;2418;124219.0;11002->2418
11002;4023;124220.0;11002->4023
11002;5167;124221.0;11002->5167
11002;5168;124222.0;11002->5168
11002;5171;124223.0;11002->5171
11002;7390;124224.0;11002->7390
11003;4728;124225.0;11003->4728
11004;1473;124226.0;11004->1473
11004;10958;124227.0;11004->10958
11004;11029;124228.0;11004->11029
11004;11031;124229.0;11004->11031
11004;11032;124230.0;11004->11032
11004;11091;124231.0;11004->11091
11004;11098;124232.0;11004->11098
11004;11174;124233.0;11004->11174
11004;11203;124234.0;11004->11203
11004;11229;124235.0;11004->11229
11005;6180;124236.0;11005->6180
11005;7215;124237.0;11005->7215
11005;11165;124238.0;11005->11165
11006;2246;124239.0;11006->2246
11006;3342;124240.0;11006->3342
11006;7287;124241.0;11006->7287
11007;798;124242.0;11007->798
11007;3942;124243.0;11007->3942
11007;4719;124244.0;11007->4719
11009;11072;124245.0;11009->11072
11010;3440;124246.0;11010->3440
11010;7206;124247.0;11010->7206
11010;7268;124248.0;11010->7268
11010;7348;124249.0;11010->7348
11010;10936;124250.0;11010->10936
11010;11077;124251.0;11010->11077
11011;27;124252.0;11011->27
11011;3255;124253.0;11011->3255
11011;3773;124254.0;11011->3773
11011;7181;124255.0;11011->7181
11011;7183;124256.0;11011->7183
11011;7191;124257.0;11011->7191
11011;7255;124258.0;11011->7255
11011;10841;124259.0;11011->10841
11012;5510;124260.0;11012->5510
11013;3907;124261.0;11013->3907
11013;3928;124262.0;11013->3928
11013;6708;124263.0;11013->6708
11013;8647;124264.0;11013->8647
11013;10985;124265.0;11013->10985
11014;3899;124266.0;11014->3899
11014;3907;124267.0;11014->3907
11014;3908;124268.0;11014->3908
11014;11090;124269.0;11014->11090
11014;11257;124270.0;11014->11257
11015;3860;124271.0;11015->3860
11015;3861;124272.0;11015->3861
11015;3863;124273.0;11015->3863
11015;3867;124274.0;11015->3867
11015;3898;124275.0;11015->3898
11015;3918;124276.0;11015->3918
11015;4922;124277.0;11015->4922
11016;801;124278.0;11016->801
11016;3942;124279.0;11016->3942
11016;4728;124280.0;11016->4728
11016;7226;124281.0;11016->7226
11016;7236;124282.0;11016->7236
11016;7311;124283.0;11016->7311
11017;1477;124284.0;11017->1477
11017;3883;124285.0;11017->3883
11018;798;124286.0;11018->798
11018;1666;124287.0;11018->1666
11018;3227;124288.0;11018->3227
11018;3942;124289.0;11018->3942
11018;3972;124290.0;11018->3972
11018;4658;124291.0;11018->4658
11018;11239;124292.0;11018->11239
11019;1495;124293.0;11019->1495
11019;1783;124294.0;11019->1783
11019;3406;124295.0;11019->3406
11019;3882;124296.0;11019->3882
11019;3894;124297.0;11019->3894
11019;3937;124298.0;11019->3937
11019;4359;124299.0;11019->4359
11019;5510;124300.0;11019->5510
11019;7237;124301.0;11019->7237
11019;7238;124302.0;11019->7238
11019;7286;124303.0;11019->7286
11019;7824;124304.0;11019->7824
11019;10906;124305.0;11019->10906
11019;11092;124306.0;11019->11092
11020;73;124307.0;11020->73
11020;172;124308.0;11020->172
11020;1166;124309.0;11020->1166
11020;1482;124310.0;11020->1482
11020;2283;124311.0;11020->2283
11020;2824;124312.0;11020->2824
11020;3904;124313.0;11020->3904
11020;3922;124314.0;11020->3922
11020;3930;124315.0;11020->3930
11020;4042;124316.0;11020->4042
11020;7116;124317.0;11020->7116
11020;7237;124318.0;11020->7237
11020;7928;124319.0;11020->7928
11020;7953;124320.0;11020->7953
11020;8647;124321.0;11020->8647
11020;10906;124322.0;11020->10906
11021;512;124323.0;11021->512
11021;1136;124324.0;11021->1136
11021;3509;124325.0;11021->3509
11021;4728;124326.0;11021->4728
11021;7196;124327.0;11021->7196
11021;7318;124328.0;11021->7318
11021;10982;124329.0;11021->10982
11021;11018;124330.0;11021->11018
11021;11057;124331.0;11021->11057
11021;11156;124332.0;11021->11156
11021;11163;124333.0;11021->11163
11022;4148;124334.0;11022->4148
11022;4484;124335.0;11022->4484
11022;5515;124336.0;11022->5515
11023;1208;124337.0;11023->1208
11023;3471;124338.0;11023->3471
11023;5854;124339.0;11023->5854
11023;7314;124340.0;11023->7314
11024;3344;124341.0;11024->3344
11025;27;124342.0;11025->27
11025;4561;124343.0;11025->4561
11025;5178;124344.0;11025->5178
11025;7183;124345.0;11025->7183
11025;7206;124346.0;11025->7206
11025;7308;124347.0;11025->7308
11026;1441;124348.0;11026->1441
11027;428;124349.0;11027->428
11027;1383;124350.0;11027->1383
11027;1929;124351.0;11027->1929
11027;3243;124352.0;11027->3243
11027;6111;124353.0;11027->6111
11027;9423;124354.0;11027->9423
11027;10063;124355.0;11027->10063
11027;10173;124356.0;11027->10173
11027;10324;124357.0;11027->10324
11028;798;124358.0;11028->798
11028;3713;124359.0;11028->3713
11028;3721;124360.0;11028->3721
11028;3942;124361.0;11028->3942
11028;6357;124362.0;11028->6357
11028;11067;124363.0;11028->11067
11028;11114;124364.0;11028->11114
11029;1473;124365.0;11029->1473
11029;10949;124366.0;11029->10949
11029;10956;124367.0;11029->10956
11029;10958;124368.0;11029->10958
11029;11004;124369.0;11029->11004
11029;11031;124370.0;11029->11031
11029;11098;124371.0;11029->11098
11029;11174;124372.0;11029->11174
11029;11203;124373.0;11029->11203
11030;1442;124374.0;11030->1442
11030;1473;124375.0;11030->1473
11030;7346;124376.0;11030->7346
11030;11032;124377.0;11030->11032
11031;10958;124378.0;11031->10958
11032;1442;124379.0;11032->1442
11032;1473;124380.0;11032->1473
11032;1480;124381.0;11032->1480
11032;1501;124382.0;11032->1501
11032;1522;124383.0;11032->1522
11032;3214;124384.0;11032->3214
11032;3907;124385.0;11032->3907
11032;4209;124386.0;11032->4209
11032;4484;124387.0;11032->4484
11032;7346;124388.0;11032->7346
11032;9768;124389.0;11032->9768
11032;10964;124390.0;11032->10964
11032;11004;124391.0;11032->11004
11032;11166;124392.0;11032->11166
11032;11174;124393.0;11032->11174
11032;11203;124394.0;11032->11203
11032;11230;124395.0;11032->11230
11033;11087;124396.0;11033->11087
11034;21;124397.0;11034->21
11034;803;124398.0;11034->803
11034;11040;124399.0;11034->11040
11034;11076;124400.0;11034->11076
11034;11105;124401.0;11034->11105
11034;11207;124402.0;11034->11207
11035;221;124403.0;11035->221
11035;1166;124404.0;11035->1166
11035;1203;124405.0;11035->1203
11035;3882;124406.0;11035->3882
11035;3912;124407.0;11035->3912
11035;4215;124408.0;11035->4215
11035;5327;124409.0;11035->5327
11035;5359;124410.0;11035->5359
11035;6112;124411.0;11035->6112
11035;7249;124412.0;11035->7249
11035;7286;124413.0;11035->7286
11035;7577;124414.0;11035->7577
11035;9839;124415.0;11035->9839
11035;9918;124416.0;11035->9918
11035;10063;124417.0;11035->10063
11035;10793;124418.0;11035->10793
11035;10906;124419.0;11035->10906
11036;2422;124420.0;11036->2422
11036;3771;124421.0;11036->3771
11036;3871;124422.0;11036->3871
11036;3881;124423.0;11036->3881
11036;3893;124424.0;11036->3893
11036;4202;124425.0;11036->4202
11036;8007;124426.0;11036->8007
11036;10828;124427.0;11036->10828
11036;11042;124428.0;11036->11042
11036;11171;124429.0;11036->11171
11037;342;124430.0;11037->342
11037;3324;124431.0;11037->3324
11037;7196;124432.0;11037->7196
11037;7311;124433.0;11037->7311
11037;7318;124434.0;11037->7318
11037;7355;124435.0;11037->7355
11037;10898;124436.0;11037->10898
11038;7318;124437.0;11038->7318
11038;10898;124438.0;11038->10898
11038;11037;124439.0;11038->11037
11039;3316;124440.0;11039->3316
11039;7214;124441.0;11039->7214
11039;10875;124442.0;11039->10875
11039;10934;124443.0;11039->10934
11040;21;124444.0;11040->21
11040;7205;124445.0;11040->7205
11040;7215;124446.0;11040->7215
11040;7249;124447.0;11040->7249
11040;7264;124448.0;11040->7264
11040;11034;124449.0;11040->11034
11040;11076;124450.0;11040->11076
11040;11160;124451.0;11040->11160
11041;1931;124452.0;11041->1931
11042;1438;124453.0;11042->1438
11042;1474;124454.0;11042->1474
11042;1477;124455.0;11042->1477
11042;3771;124456.0;11042->3771
11042;3871;124457.0;11042->3871
11042;3906;124458.0;11042->3906
11042;11036;124459.0;11042->11036
11042;11155;124460.0;11042->11155
11043;242;124461.0;11043->242
11043;1695;124462.0;11043->1695
11043;1994;124463.0;11043->1994
11043;4014;124464.0;11043->4014
11043;4025;124465.0;11043->4025
11043;4041;124466.0;11043->4041
11043;4076;124467.0;11043->4076
11043;4148;124468.0;11043->4148
11043;4160;124469.0;11043->4160
11043;4273;124470.0;11043->4273
11043;4278;124471.0;11043->4278
11043;4420;124472.0;11043->4420
11043;4423;124473.0;11043->4423
11043;4430;124474.0;11043->4430
11043;4447;124475.0;11043->4447
11043;4448;124476.0;11043->4448
11043;4460;124477.0;11043->4460
11043;4711;124478.0;11043->4711
11043;8411;124479.0;11043->8411
11043;8497;124480.0;11043->8497
11043;10976;124481.0;11043->10976
11043;11189;124482.0;11043->11189
11044;1477;124483.0;11044->1477
11044;3907;124484.0;11044->3907
11044;5510;124485.0;11044->5510
11044;10828;124486.0;11044->10828
11044;11171;124487.0;11044->11171
11044;11213;124488.0;11044->11213
11045;1857;124489.0;11045->1857
11045;1867;124490.0;11045->1867
11045;2577;124491.0;11045->2577
11045;4490;124492.0;11045->4490
11045;4604;124493.0;11045->4604
11045;11046;124494.0;11045->11046
11046;1857;124495.0;11046->1857
11046;1867;124496.0;11046->1867
11046;1868;124497.0;11046->1868
11046;2574;124498.0;11046->2574
11046;2577;124499.0;11046->2577
11046;4490;124500.0;11046->4490
11046;4589;124501.0;11046->4589
11046;4604;124502.0;11046->4604
11046;4631;124503.0;11046->4631
11046;7205;124504.0;11046->7205
11047;1681;124505.0;11047->1681
11047;2577;124506.0;11047->2577
11047;11048;124507.0;11047->11048
11048;2577;124508.0;11048->2577
11048;4573;124509.0;11048->4573
11048;10915;124510.0;11048->10915
11048;11047;124511.0;11048->11047
11049;1681;124512.0;11049->1681
11049;1867;124513.0;11049->1867
11049;2574;124514.0;11049->2574
11049;2577;124515.0;11049->2577
11049;3116;124516.0;11049->3116
11049;10870;124517.0;11049->10870
11049;10909;124518.0;11049->10909
11049;11047;124519.0;11049->11047
11049;11048;124520.0;11049->11048
11050;527;124521.0;11050->527
11050;1786;124522.0;11050->1786
11050;1858;124523.0;11050->1858
11051;3345;124524.0;11051->3345
11051;3974;124525.0;11051->3974
11051;4014;124526.0;11051->4014
11051;4148;124527.0;11051->4148
11051;4381;124528.0;11051->4381
11051;4696;124529.0;11051->4696
11051;11115;124530.0;11051->11115
11051;11173;124531.0;11051->11173
11052;1445;124532.0;11052->1445
11052;1793;124533.0;11052->1793
11052;3344;124534.0;11052->3344
11052;4014;124535.0;11052->4014
11052;4019;124536.0;11052->4019
11052;4381;124537.0;11052->4381
11052;4423;124538.0;11052->4423
11052;10945;124539.0;11052->10945
11052;10976;124540.0;11052->10976
11052;11052;124541.0;11052->11052
11052;11053;124542.0;11052->11053
11053;73;124543.0;11053->73
11053;2520;124544.0;11053->2520
11053;2808;124545.0;11053->2808
11053;3711;124546.0;11053->3711
11053;3979;124547.0;11053->3979
11053;4014;124548.0;11053->4014
11053;4019;124549.0;11053->4019
11053;4145;124550.0;11053->4145
11053;4381;124551.0;11053->4381
11053;4662;124552.0;11053->4662
11053;4713;124553.0;11053->4713
11053;5327;124554.0;11053->5327
11053;7335;124555.0;11053->7335
11053;7788;124556.0;11053->7788
11053;7924;124557.0;11053->7924
11053;8114;124558.0;11053->8114
11053;11052;124559.0;11053->11052
11053;11183;124560.0;11053->11183
11054;1166;124561.0;11054->1166
11054;1951;124562.0;11054->1951
11054;3980;124563.0;11054->3980
11054;4009;124564.0;11054->4009
11054;4024;124565.0;11054->4024
11054;4041;124566.0;11054->4041
11054;4079;124567.0;11054->4079
11054;4086;124568.0;11054->4086
11055;3343;124569.0;11055->3343
11055;3344;124570.0;11055->3344
11055;3345;124571.0;11055->3345
11055;3375;124572.0;11055->3375
11055;7221;124573.0;11055->7221
11055;7346;124574.0;11055->7346
11056;3276;124575.0;11056->3276
11056;3297;124576.0;11056->3297
11056;3344;124577.0;11056->3344
11056;3708;124578.0;11056->3708
11056;10877;124579.0;11056->10877
11056;10937;124580.0;11056->10937
11056;10940;124581.0;11056->10940
11057;2069;124582.0;11057->2069
11057;3324;124583.0;11057->3324
11057;3942;124584.0;11057->3942
11057;4016;124585.0;11057->4016
11057;4148;124586.0;11057->4148
11057;4728;124587.0;11057->4728
11057;5863;124588.0;11057->5863
11057;6600;124589.0;11057->6600
11057;7236;124590.0;11057->7236
11057;7592;124591.0;11057->7592
11057;10926;124592.0;11057->10926
11057;11003;124593.0;11057->11003
11057;11037;124594.0;11057->11037
11057;11103;124595.0;11057->11103
11057;11116;124596.0;11057->11116
11057;11156;124597.0;11057->11156
11057;11217;124598.0;11057->11217
11058;3738;124599.0;11058->3738
11058;7592;124600.0;11058->7592
11058;10843;124601.0;11058->10843
11059;5543;124602.0;11059->5543
11059;9805;124603.0;11059->9805
11059;10324;124604.0;11059->10324
11060;3344;124605.0;11060->3344
11060;3345;124606.0;11060->3345
11060;3964;124607.0;11060->3964
11060;10937;124608.0;11060->10937
11061;3344;124609.0;11061->3344
11061;4014;124610.0;11061->4014
11061;4381;124611.0;11061->4381
11062;3964;124612.0;11062->3964
11062;4014;124613.0;11062->4014
11062;4025;124614.0;11062->4025
11062;4119;124615.0;11062->4119
11062;4148;124616.0;11062->4148
11062;4249;124617.0;11062->4249
11062;4279;124618.0;11062->4279
11062;4378;124619.0;11062->4378
11062;4380;124620.0;11062->4380
11062;4438;124621.0;11062->4438
11062;4484;124622.0;11062->4484
11062;11245;124623.0;11062->11245
11063;3344;124624.0;11063->3344
11063;3707;124625.0;11063->3707
11063;7346;124626.0;11063->7346
11063;10839;124627.0;11063->10839
11064;6316;124628.0;11064->6316
11064;6320;124629.0;11064->6320
11064;6322;124630.0;11064->6322
11064;6331;124631.0;11064->6331
11064;11255;124632.0;11064->11255
11065;3359;124633.0;11065->3359
11065;10877;124634.0;11065->10877
11066;57;124635.0;11066->57
11066;1136;124636.0;11066->1136
11066;1472;124637.0;11066->1472
11066;3882;124638.0;11066->3882
11066;4539;124639.0;11066->4539
11066;6352;124640.0;11066->6352
11066;6358;124641.0;11066->6358
11066;6361;124642.0;11066->6361
11066;6362;124643.0;11066->6362
11066;6375;124644.0;11066->6375
11066;11259;124645.0;11066->11259
11067;38;124646.0;11067->38
11067;3783;124647.0;11067->3783
11067;6331;124648.0;11067->6331
11067;11028;124649.0;11067->11028
11068;3360;124650.0;11068->3360
11068;3553;124651.0;11068->3553
11068;3561;124652.0;11068->3561
11068;4209;124653.0;11068->4209
11068;4485;124654.0;11068->4485
11068;7203;124655.0;11068->7203
11068;7303;124656.0;11068->7303
11068;7334;124657.0;11068->7334
11069;1485;124658.0;11069->1485
11069;2422;124659.0;11069->2422
11069;3901;124660.0;11069->3901
11069;3907;124661.0;11069->3907
11069;5510;124662.0;11069->5510
11069;10828;124663.0;11069->10828
11069;10985;124664.0;11069->10985
11069;11044;124665.0;11069->11044
11069;11193;124666.0;11069->11193
11070;1473;124667.0;11070->1473
11070;3344;124668.0;11070->3344
11070;4209;124669.0;11070->4209
11070;7346;124670.0;11070->7346
11070;10847;124671.0;11070->10847
11070;10956;124672.0;11070->10956
11070;10997;124673.0;11070->10997
11070;11087;124674.0;11070->11087
11071;7346;124675.0;11071->7346
11071;8381;124676.0;11071->8381
11071;11030;124677.0;11071->11030
11071;11032;124678.0;11071->11032
11071;11203;124679.0;11071->11203
11072;1466;124680.0;11072->1466
11072;10847;124681.0;11072->10847
11072;11182;124682.0;11072->11182
11072;11229;124683.0;11072->11229
11073;1491;124684.0;11073->1491
11073;1501;124685.0;11073->1501
11074;515;124686.0;11074->515
11074;801;124687.0;11074->801
11074;1763;124688.0;11074->1763
11074;3901;124689.0;11074->3901
11074;8803;124690.0;11074->8803
11075;1473;124691.0;11075->1473
11075;2141;124692.0;11075->2141
11075;5520;124693.0;11075->5520
11075;6331;124694.0;11075->6331
11075;7535;124695.0;11075->7535
11075;10271;124696.0;11075->10271
11075;10524;124697.0;11075->10524
11075;10964;124698.0;11075->10964
11076;21;124699.0;11076->21
11076;512;124700.0;11076->512
11076;7312;124701.0;11076->7312
11076;11034;124702.0;11076->11034
11076;11040;124703.0;11076->11040
11076;11207;124704.0;11076->11207
11077;11010;124705.0;11077->11010
11077;11160;124706.0;11077->11160
11078;527;124707.0;11078->527
11078;1242;124708.0;11078->1242
11078;1331;124709.0;11078->1331
11078;2508;124710.0;11078->2508
11078;2873;124711.0;11078->2873
11078;3197;124712.0;11078->3197
11078;3408;124713.0;11078->3408
11078;6253;124714.0;11078->6253
11078;10989;124715.0;11078->10989
11079;2590;124716.0;11079->2590
11079;3117;124717.0;11079->3117
11079;3515;124718.0;11079->3515
11079;5593;124719.0;11079->5593
11079;11078;124720.0;11079->11078
11080;3697;124721.0;11080->3697
11080;3706;124722.0;11080->3706
11080;10860;124723.0;11080->10860
11080;10948;124724.0;11080->10948
11080;10952;124725.0;11080->10952
11081;1021;124726.0;11081->1021
11081;11234;124727.0;11081->11234
11082;6313;124728.0;11082->6313
11082;6698;124729.0;11082->6698
11082;11064;124730.0;11082->11064
11082;11255;124731.0;11082->11255
11083;3278;124732.0;11083->3278
11083;3375;124733.0;11083->3375
11083;3706;124734.0;11083->3706
11083;7346;124735.0;11083->7346
11083;10882;124736.0;11083->10882
11083;10900;124737.0;11083->10900
11083;10938;124738.0;11083->10938
11083;10966;124739.0;11083->10966
11083;11172;124740.0;11083->11172
11084;3705;124741.0;11084->3705
11084;3908;124742.0;11084->3908
11084;10882;124743.0;11084->10882
11084;11090;124744.0;11084->11090
11085;3900;124745.0;11085->3900
11085;10890;124746.0;11085->10890
11086;3774;124747.0;11086->3774
11087;10997;124748.0;11087->10997
11087;11032;124749.0;11087->11032
11087;11033;124750.0;11087->11033
11087;11070;124751.0;11087->11070
11088;1136;124752.0;11088->1136
11088;3743;124753.0;11088->3743
11088;6352;124754.0;11088->6352
11088;10893;124755.0;11088->10893
11088;11244;124756.0;11088->11244
11089;798;124757.0;11089->798
11089;3942;124758.0;11089->3942
11089;4036;124759.0;11089->4036
11089;4719;124760.0;11089->4719
11089;5854;124761.0;11089->5854
11089;10831;124762.0;11089->10831
11089;11023;124763.0;11089->11023
11090;1488;124764.0;11090->1488
11090;3345;124765.0;11090->3345
11090;3908;124766.0;11090->3908
11090;7303;124767.0;11090->7303
11090;7346;124768.0;11090->7346
11090;11014;124769.0;11090->11014
11090;11084;124770.0;11090->11084
11090;11229;124771.0;11090->11229
11091;1473;124772.0;11091->1473
11091;11032;124773.0;11091->11032
11091;11070;124774.0;11091->11070
11091;11166;124775.0;11091->11166
11091;11185;124776.0;11091->11185
11091;11214;124777.0;11091->11214
11091;11240;124778.0;11091->11240
11091;11242;124779.0;11091->11242
11092;2283;124780.0;11092->2283
11092;2750;124781.0;11092->2750
11092;2894;124782.0;11092->2894
11092;3902;124783.0;11092->3902
11092;4482;124784.0;11092->4482
11092;9572;124785.0;11092->9572
11092;11019;124786.0;11092->11019
11092;11035;124787.0;11092->11035
11092;11167;124788.0;11092->11167
11093;38;124789.0;11093->38
11093;1166;124790.0;11093->1166
11093;1477;124791.0;11093->1477
11093;1485;124792.0;11093->1485
11093;3702;124793.0;11093->3702
11093;3706;124794.0;11093->3706
11093;3732;124795.0;11093->3732
11093;3760;124796.0;11093->3760
11093;3774;124797.0;11093->3774
11093;3881;124798.0;11093->3881
11093;3882;124799.0;11093->3882
11093;3928;124800.0;11093->3928
11093;4714;124801.0;11093->4714
11093;7220;124802.0;11093->7220
11093;7334;124803.0;11093->7334
11093;7346;124804.0;11093->7346
11093;10828;124805.0;11093->10828
11093;11086;124806.0;11093->11086
11093;11190;124807.0;11093->11190
11094;3344;124808.0;11094->3344
11094;3356;124809.0;11094->3356
11094;3954;124810.0;11094->3954
11094;4381;124811.0;11094->4381
11094;7335;124812.0;11094->7335
11094;11236;124813.0;11094->11236
11095;1136;124814.0;11095->1136
11095;1149;124815.0;11095->1149
11095;1668;124816.0;11095->1668
11095;10893;124817.0;11095->10893
11095;10971;124818.0;11095->10971
11096;2321;124819.0;11096->2321
11096;3044;124820.0;11096->3044
11096;3773;124821.0;11096->3773
11096;3932;124822.0;11096->3932
11097;1100;124823.0;11097->1100
11097;10996;124824.0;11097->10996
11098;1473;124825.0;11098->1473
11098;1491;124826.0;11098->1491
11098;10958;124827.0;11098->10958
11098;11000;124828.0;11098->11000
11098;11031;124829.0;11098->11031
11098;11153;124830.0;11098->11153
11098;11240;124831.0;11098->11240
11099;1681;124832.0;11099->1681
11099;2577;124833.0;11099->2577
11099;10870;124834.0;11099->10870
11099;10915;124835.0;11099->10915
11100;512;124836.0;11100->512
11100;1868;124837.0;11100->1868
11100;4147;124838.0;11100->4147
11100;4489;124839.0;11100->4489
11100;4588;124840.0;11100->4588
11100;7522;124841.0;11100->7522
11100;7604;124842.0;11100->7604
11100;7864;124843.0;11100->7864
11100;7919;124844.0;11100->7919
11100;10835;124845.0;11100->10835
11100;10934;124846.0;11100->10934
11101;1042;124847.0;11101->1042
11101;5167;124848.0;11101->5167
11101;5168;124849.0;11101->5168
11101;5170;124850.0;11101->5170
11101;5171;124851.0;11101->5171
11101;10913;124852.0;11101->10913
11101;10984;124853.0;11101->10984
11102;10024;124854.0;11102->10024
11102;11005;124855.0;11102->11005
11102;11165;124856.0;11102->11165
11103;2069;124857.0;11103->2069
11103;4016;124858.0;11103->4016
11103;4036;124859.0;11103->4036
11103;4728;124860.0;11103->4728
11103;7196;124861.0;11103->7196
11103;7292;124862.0;11103->7292
11103;7311;124863.0;11103->7311
11103;7312;124864.0;11103->7312
11103;7355;124865.0;11103->7355
11103;7592;124866.0;11103->7592
11103;11003;124867.0;11103->11003
11103;11037;124868.0;11103->11037
11103;11057;124869.0;11103->11057
11103;11116;124870.0;11103->11116
11103;11156;124871.0;11103->11156
11103;11217;124872.0;11103->11217
11104;37;124873.0;11104->37
11104;3278;124874.0;11104->3278
11104;3339;124875.0;11104->3339
11104;3344;124876.0;11104->3344
11104;10840;124877.0;11104->10840
11104;10862;124878.0;11104->10862
11104;10912;124879.0;11104->10912
11104;11113;124880.0;11104->11113
11104;11118;124881.0;11104->11118
11105;1868;124882.0;11105->1868
11105;7264;124883.0;11105->7264
11105;11034;124884.0;11105->11034
11105;11040;124885.0;11105->11040
11106;1070;124886.0;11106->1070
11106;1071;124887.0;11106->1071
11106;1095;124888.0;11106->1095
11106;1109;124889.0;11106->1109
11106;5205;124890.0;11106->5205
11107;3290;124891.0;11107->3290
11107;3882;124892.0;11107->3882
11107;3902;124893.0;11107->3902
11107;3904;124894.0;11107->3904
11107;3939;124895.0;11107->3939
11107;5010;124896.0;11107->5010
11107;5515;124897.0;11107->5515
11107;7105;124898.0;11107->7105
11107;7116;124899.0;11107->7116
11107;7237;124900.0;11107->7237
11107;7289;124901.0;11107->7289
11107;11020;124902.0;11107->11020
11108;3278;124903.0;11108->3278
11108;3339;124904.0;11108->3339
11108;4209;124905.0;11108->4209
11108;7203;124906.0;11108->7203
11108;10444;124907.0;11108->10444
11109;73;124908.0;11109->73
11109;1166;124909.0;11109->1166
11109;1454;124910.0;11109->1454
11109;4089;124911.0;11109->4089
11109;4559;124912.0;11109->4559
11109;5862;124913.0;11109->5862
11109;7236;124914.0;11109->7236
11109;7533;124915.0;11109->7533
11110;6613;124916.0;11110->6613
11111;11031;124917.0;11111->11031
11111;11214;124918.0;11111->11214
11111;11240;124919.0;11111->11240
11112;1473;124920.0;11112->1473
11112;1491;124921.0;11112->1491
11112;11111;124922.0;11112->11111
11113;37;124923.0;11113->37
11113;3278;124924.0;11113->3278
11113;3281;124925.0;11113->3281
11113;3296;124926.0;11113->3296
11113;3360;124927.0;11113->3360
11113;7203;124928.0;11113->7203
11113;10840;124929.0;11113->10840
11113;10862;124930.0;11113->10862
11113;10968;124931.0;11113->10968
11113;11104;124932.0;11113->11104
11113;11118;124933.0;11113->11118
11113;11132;124934.0;11113->11132
11114;3744;124935.0;11114->3744
11114;11028;124936.0;11114->11028
11114;11254;124937.0;11114->11254
11115;2076;124938.0;11115->2076
11115;3278;124939.0;11115->3278
11115;3340;124940.0;11115->3340
11115;11177;124941.0;11115->11177
11116;801;124942.0;11116->801
11116;2069;124943.0;11116->2069
11116;3484;124944.0;11116->3484
11116;4586;124945.0;11116->4586
11116;4728;124946.0;11116->4728
11116;11003;124947.0;11116->11003
11116;11057;124948.0;11116->11057
11116;11103;124949.0;11116->11103
11117;3287;124950.0;11117->3287
11117;3338;124951.0;11117->3338
11117;3343;124952.0;11117->3343
11117;3344;124953.0;11117->3344
11117;3401;124954.0;11117->3401
11117;7186;124955.0;11117->7186
11117;7204;124956.0;11117->7204
11117;7287;124957.0;11117->7287
11118;37;124958.0;11118->37
11118;3278;124959.0;11118->3278
11118;3339;124960.0;11118->3339
11118;3344;124961.0;11118->3344
11118;10840;124962.0;11118->10840
11118;10862;124963.0;11118->10862
11118;10912;124964.0;11118->10912
11118;10968;124965.0;11118->10968
11118;11104;124966.0;11118->11104
11118;11113;124967.0;11118->11113
11119;512;124968.0;11119->512
11119;513;124969.0;11119->513
11119;11120;124970.0;11119->11120
11119;11224;124971.0;11119->11224
11120;10929;124972.0;11120->10929
11120;10942;124973.0;11120->10942
11120;11198;124974.0;11120->11198
11121;11229;124975.0;11121->11229
11122;2894;124976.0;11122->2894
11122;4516;124977.0;11122->4516
11122;4544;124978.0;11122->4544
11122;4571;124979.0;11122->4571
11123;4089;124980.0;11123->4089
11123;4559;124981.0;11123->4559
11123;6349;124982.0;11123->6349
11123;7226;124983.0;11123->7226
11123;7311;124984.0;11123->7311
11124;1443;124985.0;11124->1443
11124;4051;124986.0;11124->4051
11124;4596;124987.0;11124->4596
11124;4721;124988.0;11124->4721
11124;7156;124989.0;11124->7156
11125;797;124990.0;11125->797
11126;1447;124991.0;11126->1447
11126;1783;124992.0;11126->1783
11126;4516;124993.0;11126->4516
11126;4584;124994.0;11126->4584
11126;4620;124995.0;11126->4620
11126;6348;124996.0;11126->6348
11126;10863;124997.0;11126->10863
11127;1136;124998.0;11127->1136
11127;3227;124999.0;11127->3227
11127;4062;125000.0;11127->4062
11127;4539;125001.0;11127->4539
11127;5772;125002.0;11127->5772
11127;6361;125003.0;11127->6361
11127;11066;125004.0;11127->11066
11128;1482;125005.0;11128->1482
11128;4051;125006.0;11128->4051
11128;4359;125007.0;11128->4359
11129;73;125008.0;11129->73
11129;3007;125009.0;11129->3007
11129;3464;125010.0;11129->3464
11129;4044;125011.0;11129->4044
11129;4062;125012.0;11129->4062
11129;4544;125013.0;11129->4544
11129;4548;125014.0;11129->4548
11129;4586;125015.0;11129->4586
