Source;Target;Id;linkname
1263;8647;12824.0;1263->8647
1263;8888;12825.0;1263->8888
1263;9131;12826.0;1263->9131
1263;9286;12827.0;1263->9286
1263;9739;12828.0;1263->9739
1263;10709;12829.0;1263->10709
1264;409;12830.0;1264->409
1264;2515;12831.0;1264->2515
1264;2837;12832.0;1264->2837
1264;6256;12833.0;1264->6256
1264;8198;12834.0;1264->8198
1264;8990;12835.0;1264->8990
1265;4303;12836.0;1265->4303
1266;82;12837.0;1266->82
1266;172;12838.0;1266->172
1266;339;12839.0;1266->339
1266;381;12840.0;1266->381
1266;412;12841.0;1266->412
1266;800;12842.0;1266->800
1266;1117;12843.0;1266->1117
1266;1267;12844.0;1266->1267
1266;1295;12845.0;1266->1295
1266;1298;12846.0;1266->1298
1266;2199;12847.0;1266->2199
1266;2274;12848.0;1266->2274
1266;2751;12849.0;1266->2751
1266;2950;12850.0;1266->2950
1266;3113;12851.0;1266->3113
1266;3568;12852.0;1266->3568
1266;5812;12853.0;1266->5812
1266;5896;12854.0;1266->5896
1266;6046;12855.0;1266->6046
1266;6193;12856.0;1266->6193
1266;7470;12857.0;1266->7470
1266;7820;12858.0;1266->7820
1266;9727;12859.0;1266->9727
1266;10331;12860.0;1266->10331
1267;324;12861.0;1267->324
1267;386;12862.0;1267->386
1267;412;12863.0;1267->412
1267;423;12864.0;1267->423
1267;432;12865.0;1267->432
1267;1263;12866.0;1267->1263
1267;1266;12867.0;1267->1266
1267;1269;12868.0;1267->1269
1267;1288;12869.0;1267->1288
1267;1295;12870.0;1267->1295
1267;1307;12871.0;1267->1307
1267;1656;12872.0;1267->1656
1267;2563;12873.0;1267->2563
1267;2950;12874.0;1267->2950
1267;2963;12875.0;1267->2963
1267;10270;12876.0;1267->10270
1268;364;12877.0;1268->364
1268;1292;12878.0;1268->1292
1268;5271;12879.0;1268->5271
1268;7779;12880.0;1268->7779
1268;7963;12881.0;1268->7963
1268;8326;12882.0;1268->8326
1268;8623;12883.0;1268->8623
1269;309;12884.0;1269->309
1269;316;12885.0;1269->316
1269;318;12886.0;1269->318
1269;349;12887.0;1269->349
1269;356;12888.0;1269->356
1269;357;12889.0;1269->357
1269;388;12890.0;1269->388
1269;437;12891.0;1269->437
1269;443;12892.0;1269->443
1269;1251;12893.0;1269->1251
1269;1267;12894.0;1269->1267
1269;1295;12895.0;1269->1295
1269;1308;12896.0;1269->1308
1269;1365;12897.0;1269->1365
1269;1577;12898.0;1269->1577
1269;1771;12899.0;1269->1771
1269;2190;12900.0;1269->2190
1269;2649;12901.0;1269->2649
1269;2676;12902.0;1269->2676
1269;2750;12903.0;1269->2750
1269;2752;12904.0;1269->2752
1269;2797;12905.0;1269->2797
1269;2813;12906.0;1269->2813
1269;2906;12907.0;1269->2906
1269;2963;12908.0;1269->2963
1269;3023;12909.0;1269->3023
1269;3040;12910.0;1269->3040
1269;3211;12911.0;1269->3211
1269;3565;12912.0;1269->3565
1269;3840;12913.0;1269->3840
1269;4018;12914.0;1269->4018
1269;4146;12915.0;1269->4146
1269;4247;12916.0;1269->4247
1269;4480;12917.0;1269->4480
1269;5658;12918.0;1269->5658
1269;5725;12919.0;1269->5725
1269;6023;12920.0;1269->6023
1269;6196;12921.0;1269->6196
1269;6252;12922.0;1269->6252
1269;6442;12923.0;1269->6442
1269;6828;12924.0;1269->6828
1269;7924;12925.0;1269->7924
1269;8353;12926.0;1269->8353
1269;8462;12927.0;1269->8462
1269;8758;12928.0;1269->8758
1269;9023;12929.0;1269->9023
1269;10198;12930.0;1269->10198
1270;165;12931.0;1270->165
1270;1234;12932.0;1270->1234
1270;1276;12933.0;1270->1276
1270;6125;12934.0;1270->6125
1270;8713;12935.0;1270->8713
1270;9520;12936.0;1270->9520
1270;9995;12937.0;1270->9995
1271;1299;12938.0;1271->1299
1271;1300;12939.0;1271->1300
1272;1245;12940.0;1272->1245
1272;1275;12941.0;1272->1275
1272;2283;12942.0;1272->2283
1272;2824;12943.0;1272->2824
1272;3221;12944.0;1272->3221
1272;3960;12945.0;1272->3960
1272;4055;12946.0;1272->4055
1272;4564;12947.0;1272->4564
1272;4603;12948.0;1272->4603
1272;5730;12949.0;1272->5730
1272;7005;12950.0;1272->7005
1272;7698;12951.0;1272->7698
1273;1297;12952.0;1273->1297
1273;2958;12953.0;1273->2958
1273;3126;12954.0;1273->3126
1274;994;12955.0;1274->994
1274;1274;12956.0;1274->1274
1274;3110;12957.0;1274->3110
1274;8647;12958.0;1274->8647
1275;1272;12959.0;1275->1272
1275;2188;12960.0;1275->2188
1275;3221;12961.0;1275->3221
1275;3242;12962.0;1275->3242
1275;3278;12963.0;1275->3278
1275;4603;12964.0;1275->4603
1275;4696;12965.0;1275->4696
1275;5174;12966.0;1275->5174
1275;5956;12967.0;1275->5956
1275;6328;12968.0;1275->6328
1275;6542;12969.0;1275->6542
1275;7683;12970.0;1275->7683
1276;165;12971.0;1276->165
1276;928;12972.0;1276->928
1276;1234;12973.0;1276->1234
1276;1270;12974.0;1276->1270
1276;4251;12975.0;1276->4251
1276;4255;12976.0;1276->4255
1276;6364;12977.0;1276->6364
1276;6434;12978.0;1276->6434
1276;6630;12979.0;1276->6630
1276;8706;12980.0;1276->8706
1276;9446;12981.0;1276->9446
1277;959;12982.0;1277->959
1277;1238;12983.0;1277->1238
1279;8645;12984.0;1279->8645
1280;110;12985.0;1280->110
1280;1287;12986.0;1280->1287
1280;3128;12987.0;1280->3128
1281;562;12988.0;1281->562
1281;1583;12989.0;1281->1583
1281;2499;12990.0;1281->2499
1281;2826;12991.0;1281->2826
1281;5304;12992.0;1281->5304
1281;5661;12993.0;1281->5661
1281;5810;12994.0;1281->5810
1281;6027;12995.0;1281->6027
1281;6770;12996.0;1281->6770
1282;1299;12997.0;1282->1299
1282;1318;12998.0;1282->1318
1283;1272;12999.0;1283->1272
1283;3242;13000.0;1283->3242
1283;4046;13001.0;1283->4046
1283;4514;13002.0;1283->4514
1284;772;13003.0;1284->772
1285;316;13004.0;1285->316
1285;512;13005.0;1285->512
1285;1222;13006.0;1285->1222
1285;2051;13007.0;1285->2051
1285;2778;13008.0;1285->2778
1285;2842;13009.0;1285->2842
1285;7845;13010.0;1285->7845
1285;8027;13011.0;1285->8027
1285;8287;13012.0;1285->8287
1285;9777;13013.0;1285->9777
1285;10207;13014.0;1285->10207
1285;10305;13015.0;1285->10305
1285;10483;13016.0;1285->10483
1285;10819;13017.0;1285->10819
1286;1278;13018.0;1286->1278
1286;10223;13019.0;1286->10223
1287;1303;13020.0;1287->1303
1287;5776;13021.0;1287->5776
1287;8012;13022.0;1287->8012
1288;308;13023.0;1288->308
1288;309;13024.0;1288->309
1288;310;13025.0;1288->310
1288;324;13026.0;1288->324
1288;371;13027.0;1288->371
1288;386;13028.0;1288->386
1288;423;13029.0;1288->423
1288;437;13030.0;1288->437
1288;800;13031.0;1288->800
1288;1243;13032.0;1288->1243
1288;1267;13033.0;1288->1267
1288;1308;13034.0;1288->1308
1288;2213;13035.0;1288->2213
1288;2563;13036.0;1288->2563
1288;2630;13037.0;1288->2630
1288;2702;13038.0;1288->2702
1288;2751;13039.0;1288->2751
1288;3124;13040.0;1288->3124
1288;3467;13041.0;1288->3467
1288;3845;13042.0;1288->3845
1288;5684;13043.0;1288->5684
1288;6933;13044.0;1288->6933
1288;7654;13045.0;1288->7654
1288;8647;13046.0;1288->8647
1289;371;13047.0;1289->371
1289;2487;13048.0;1289->2487
1289;4373;13049.0;1289->4373
1289;6256;13050.0;1289->6256
1290;679;13051.0;1290->679
1290;726;13052.0;1290->726
1290;2103;13053.0;1290->2103
1290;2776;13054.0;1290->2776
1290;3108;13055.0;1290->3108
1290;3273;13056.0;1290->3273
1290;7518;13057.0;1290->7518
1290;7877;13058.0;1290->7877
1290;8406;13059.0;1290->8406
1290;8814;13060.0;1290->8814
1290;8914;13061.0;1290->8914
1290;8971;13062.0;1290->8971
1290;9197;13063.0;1290->9197
1290;10242;13064.0;1290->10242
1290;10319;13065.0;1290->10319
1290;10499;13066.0;1290->10499
1291;348;13067.0;1291->348
1291;1260;13068.0;1291->1260
1291;2515;13069.0;1291->2515
1291;2750;13070.0;1291->2750
1291;2751;13071.0;1291->2751
1291;2854;13072.0;1291->2854
1291;2923;13073.0;1291->2923
1291;3095;13074.0;1291->3095
1291;3288;13075.0;1291->3288
1291;3460;13076.0;1291->3460
1291;4126;13077.0;1291->4126
1291;5300;13078.0;1291->5300
1291;5583;13079.0;1291->5583
1291;6018;13080.0;1291->6018
1291;6055;13081.0;1291->6055
1291;6080;13082.0;1291->6080
1291;7521;13083.0;1291->7521
1291;7928;13084.0;1291->7928
1291;8198;13085.0;1291->8198
1291;8830;13086.0;1291->8830
1291;10372;13087.0;1291->10372
1292;309;13088.0;1292->309
1292;1248;13089.0;1292->1248
1292;1251;13090.0;1292->1251
1292;1295;13091.0;1292->1295
1292;1298;13092.0;1292->1298
1292;1692;13093.0;1292->1692
1292;1946;13094.0;1292->1946
1292;2080;13095.0;1292->2080
1292;2813;13096.0;1292->2813
1292;2882;13097.0;1292->2882
1292;2906;13098.0;1292->2906
1292;3620;13099.0;1292->3620
1292;4284;13100.0;1292->4284
1292;4783;13101.0;1292->4783
1292;5884;13102.0;1292->5884
1292;6046;13103.0;1292->6046
1292;6075;13104.0;1292->6075
1292;6111;13105.0;1292->6111
1292;6144;13106.0;1292->6144
1292;6196;13107.0;1292->6196
1292;7470;13108.0;1292->7470
1292;8964;13109.0;1292->8964
1293;661;13110.0;1293->661
1293;1287;13111.0;1293->1287
1293;5792;13112.0;1293->5792
1293;5835;13113.0;1293->5835
1294;1303;13114.0;1294->1303
1294;4120;13115.0;1294->4120
1295;412;13116.0;1295->412
1295;1251;13117.0;1295->1251
1295;1266;13118.0;1295->1266
1295;1267;13119.0;1295->1267
1295;1269;13120.0;1295->1269
1295;1288;13121.0;1295->1288
1295;1292;13122.0;1295->1292
1295;3110;13123.0;1295->3110
1295;5658;13124.0;1295->5658
1296;182;13125.0;1296->182
1296;1303;13126.0;1296->1303
1297;152;13127.0;1297->152
1297;1237;13128.0;1297->1237
1297;1258;13129.0;1297->1258
1297;1273;13130.0;1297->1273
1297;1704;13131.0;1297->1704
1297;1758;13132.0;1297->1758
1297;5403;13133.0;1297->5403
1297;5453;13134.0;1297->5453
1297;6678;13135.0;1297->6678
1297;6803;13136.0;1297->6803
1297;7338;13137.0;1297->7338
1297;7340;13138.0;1297->7340
1297;7731;13139.0;1297->7731
1297;8076;13140.0;1297->8076
1297;8106;13141.0;1297->8106
1297;8229;13142.0;1297->8229
1297;8343;13143.0;1297->8343
1297;8376;13144.0;1297->8376
1298;432;13145.0;1298->432
1298;1117;13146.0;1298->1117
1298;1266;13147.0;1298->1266
1298;1292;13148.0;1298->1292
1298;1317;13149.0;1298->1317
1298;1702;13150.0;1298->1702
1298;3636;13151.0;1298->3636
1298;3812;13152.0;1298->3812
1298;4314;13153.0;1298->4314
1298;5521;13154.0;1298->5521
1298;5641;13155.0;1298->5641
1298;6504;13156.0;1298->6504
1298;6774;13157.0;1298->6774
1298;7365;13158.0;1298->7365
1298;8168;13159.0;1298->8168
1298;10178;13160.0;1298->10178
1299;348;13161.0;1299->348
1299;1079;13162.0;1299->1079
1299;1233;13163.0;1299->1233
1299;1238;13164.0;1299->1238
1299;1271;13165.0;1299->1271
1299;1282;13166.0;1299->1282
1299;1317;13167.0;1299->1317
1299;1318;13168.0;1299->1318
1299;1323;13169.0;1299->1323
1299;2670;13170.0;1299->2670
1299;3111;13171.0;1299->3111
1299;3120;13172.0;1299->3120
1299;3127;13173.0;1299->3127
1299;3210;13174.0;1299->3210
1299;7423;13175.0;1299->7423
1299;10286;13176.0;1299->10286
1300;1238;13177.0;1300->1238
1300;1271;13178.0;1300->1271
1300;1318;13179.0;1300->1318
1300;2538;13180.0;1300->2538
1300;4700;13181.0;1300->4700
1300;6736;13182.0;1300->6736
1300;7833;13183.0;1300->7833
1300;8368;13184.0;1300->8368
1301;381;13185.0;1301->381
1301;1257;13186.0;1301->1257
1301;3447;13187.0;1301->3447
1301;4194;13188.0;1301->4194
1301;4202;13189.0;1301->4202
1301;4266;13190.0;1301->4266
1301;4472;13191.0;1301->4472
1301;4550;13192.0;1301->4550
1301;4562;13193.0;1301->4562
1301;6613;13194.0;1301->6613
1303;275;13196.0;1303->275
1303;601;13197.0;1303->601
1303;755;13198.0;1303->755
1303;1287;13199.0;1303->1287
1303;1315;13200.0;1303->1315
1303;2445;13201.0;1303->2445
1303;2465;13202.0;1303->2465
1303;3182;13203.0;1303->3182
1303;3193;13204.0;1303->3193
1303;3929;13205.0;1303->3929
1303;4164;13206.0;1303->4164
1303;4168;13207.0;1303->4168
1303;4192;13208.0;1303->4192
1303;4753;13209.0;1303->4753
1303;4764;13210.0;1303->4764
1303;5211;13211.0;1303->5211
1303;5212;13212.0;1303->5212
1303;5214;13213.0;1303->5214
1303;5234;13214.0;1303->5234
1303;5752;13215.0;1303->5752
1303;5792;13216.0;1303->5792
1303;5811;13217.0;1303->5811
1303;6344;13218.0;1303->6344
1303;6840;13219.0;1303->6840
1303;7364;13220.0;1303->7364
1303;7617;13221.0;1303->7617
1303;8104;13222.0;1303->8104
1303;8106;13223.0;1303->8106
1303;8297;13224.0;1303->8297
1303;8307;13225.0;1303->8307
1303;8529;13226.0;1303->8529
1304;2623;13227.0;1304->2623
1305;296;13228.0;1305->296
1305;502;13229.0;1305->502
1305;578;13230.0;1305->578
1305;824;13231.0;1305->824
1305;1047;13232.0;1305->1047
1305;1089;13233.0;1305->1089
1305;1231;13234.0;1305->1231
1305;1234;13235.0;1305->1234
1305;1276;13236.0;1305->1276
1305;1306;13237.0;1305->1306
1305;1311;13238.0;1305->1311
1305;1367;13239.0;1305->1367
1305;1530;13240.0;1305->1530
1305;2034;13241.0;1305->2034
1305;2350;13242.0;1305->2350
1305;2539;13243.0;1305->2539
1305;2765;13244.0;1305->2765
1305;2925;13245.0;1305->2925
1305;3469;13246.0;1305->3469
1305;3925;13247.0;1305->3925
1305;4251;13248.0;1305->4251
1305;4255;13249.0;1305->4255
1305;4695;13250.0;1305->4695
1305;5650;13251.0;1305->5650
1305;5972;13252.0;1305->5972
1305;6019;13253.0;1305->6019
1305;6035;13254.0;1305->6035
1305;6124;13255.0;1305->6124
1305;6125;13256.0;1305->6125
1305;6155;13257.0;1305->6155
1305;6223;13258.0;1305->6223
1305;6242;13259.0;1305->6242
1305;6384;13260.0;1305->6384
1305;6425;13261.0;1305->6425
1305;6426;13262.0;1305->6426
1305;6619;13263.0;1305->6619
1305;6839;13264.0;1305->6839
1305;7087;13265.0;1305->7087
1305;7442;13266.0;1305->7442
1305;7455;13267.0;1305->7455
1305;9446;13268.0;1305->9446
1305;9995;13269.0;1305->9995
1306;124;13270.0;1306->124
1306;611;13271.0;1306->611
1306;728;13272.0;1306->728
1306;1162;13273.0;1306->1162
1306;1224;13274.0;1306->1224
1306;1305;13275.0;1306->1305
1306;1311;13276.0;1306->1311
1306;2181;13277.0;1306->2181
1306;2200;13278.0;1306->2200
1306;2282;13279.0;1306->2282
1306;2364;13280.0;1306->2364
1306;2629;13281.0;1306->2629
1306;2862;13282.0;1306->2862
1306;2957;13283.0;1306->2957
1306;3594;13284.0;1306->3594
1306;3638;13285.0;1306->3638
1306;6376;13286.0;1306->6376
1306;6383;13287.0;1306->6383
1306;6395;13288.0;1306->6395
1306;6434;13289.0;1306->6434
1306;6498;13290.0;1306->6498
1306;6656;13291.0;1306->6656
1306;6667;13292.0;1306->6667
1306;6681;13293.0;1306->6681
1306;6744;13294.0;1306->6744
1306;6781;13295.0;1306->6781
1306;6831;13296.0;1306->6831
1306;6970;13297.0;1306->6970
1306;6987;13298.0;1306->6987
1306;7087;13299.0;1306->7087
1306;7891;13300.0;1306->7891
1306;10020;13301.0;1306->10020
1306;10113;13302.0;1306->10113
1306;10337;13303.0;1306->10337
1307;410;13304.0;1307->410
1307;1308;13305.0;1307->1308
1307;1925;13306.0;1307->1925
1307;2067;13307.0;1307->2067
1307;2750;13308.0;1307->2750
1307;3106;13309.0;1307->3106
1307;3303;13310.0;1307->3303
1307;3881;13311.0;1307->3881
1307;3912;13312.0;1307->3912
1307;4153;13313.0;1307->4153
1307;6007;13314.0;1307->6007
1307;6111;13315.0;1307->6111
1307;6119;13316.0;1307->6119
1307;7820;13317.0;1307->7820
1307;10522;13318.0;1307->10522
1308;77;13319.0;1308->77
1308;86;13320.0;1308->86
1308;306;13321.0;1308->306
1308;348;13322.0;1308->348
1308;355;13323.0;1308->355
1308;403;13324.0;1308->403
1308;419;13325.0;1308->419
1308;437;13326.0;1308->437
1308;815;13327.0;1308->815
1308;1260;13328.0;1308->1260
1308;1269;13329.0;1308->1269
1308;1477;13330.0;1308->1477
1308;2199;13331.0;1308->2199
1308;2227;13332.0;1308->2227
1308;2238;13333.0;1308->2238
1308;2266;13334.0;1308->2266
1308;2271;13335.0;1308->2271
1308;2274;13336.0;1308->2274
1308;2361;13337.0;1308->2361
1308;2442;13338.0;1308->2442
1308;2452;13339.0;1308->2452
1308;2487;13340.0;1308->2487
1308;2634;13341.0;1308->2634
1308;2649;13342.0;1308->2649
1308;2682;13343.0;1308->2682
1308;2715;13344.0;1308->2715
1308;2778;13345.0;1308->2778
1308;3054;13346.0;1308->3054
1308;3138;13347.0;1308->3138
1308;3229;13348.0;1308->3229
1308;3343;13349.0;1308->3343
1308;6817;13350.0;1308->6817
1308;7021;13351.0;1308->7021
1308;7036;13352.0;1308->7036
1308;7057;13353.0;1308->7057
1308;7428;13354.0;1308->7428
1308;7820;13355.0;1308->7820
1308;7963;13356.0;1308->7963
1308;8152;13357.0;1308->8152
1308;8611;13358.0;1308->8611
1308;8636;13359.0;1308->8636
1308;8647;13360.0;1308->8647
1308;9634;13361.0;1308->9634
1308;9868;13362.0;1308->9868
1308;10305;13363.0;1308->10305
1310;310;13364.0;1310->310
1310;489;13365.0;1310->489
1310;1317;13366.0;1310->1317
1310;2531;13367.0;1310->2531
1310;3806;13368.0;1310->3806
1310;3819;13369.0;1310->3819
1310;3821;13370.0;1310->3821
1310;3845;13371.0;1310->3845
1310;5634;13372.0;1310->5634
1310;5879;13373.0;1310->5879
1310;6128;13374.0;1310->6128
1310;6256;13375.0;1310->6256
1310;7702;13376.0;1310->7702
1310;8087;13377.0;1310->8087
1310;8368;13378.0;1310->8368
1310;9434;13379.0;1310->9434
1310;10163;13380.0;1310->10163
1310;10223;13381.0;1310->10223
1310;10572;13382.0;1310->10572
1311;113;13383.0;1311->113
1311;116;13384.0;1311->116
1311;151;13385.0;1311->151
1311;402;13386.0;1311->402
1311;611;13387.0;1311->611
1311;627;13388.0;1311->627
1311;644;13389.0;1311->644
1311;984;13390.0;1311->984
1311;993;13391.0;1311->993
1311;1162;13392.0;1311->1162
1311;1169;13393.0;1311->1169
1311;1213;13394.0;1311->1213
1311;1224;13395.0;1311->1224
1311;1231;13396.0;1311->1231
1311;1305;13397.0;1311->1305
1311;1306;13398.0;1311->1306
1311;1576;13399.0;1311->1576
1311;1976;13400.0;1311->1976
1311;2181;13401.0;1311->2181
1311;2200;13402.0;1311->2200
1311;2282;13403.0;1311->2282
1311;2364;13404.0;1311->2364
1311;2629;13405.0;1311->2629
1311;2890;13406.0;1311->2890
1311;2957;13407.0;1311->2957
1311;3834;13408.0;1311->3834
1311;4971;13409.0;1311->4971
1311;6028;13410.0;1311->6028
1311;6150;13411.0;1311->6150
1311;6383;13412.0;1311->6383
1311;6395;13413.0;1311->6395
1311;6400;13414.0;1311->6400
1311;6498;13415.0;1311->6498
1311;6656;13416.0;1311->6656
1311;6667;13417.0;1311->6667
1311;6681;13418.0;1311->6681
1311;6744;13419.0;1311->6744
1311;6781;13420.0;1311->6781
1311;6806;13421.0;1311->6806
1311;6831;13422.0;1311->6831
1311;6970;13423.0;1311->6970
1311;6987;13424.0;1311->6987
1311;7087;13425.0;1311->7087
1311;7091;13426.0;1311->7091
1311;7472;13427.0;1311->7472
1311;7891;13428.0;1311->7891
1311;8788;13429.0;1311->8788
1311;9409;13430.0;1311->9409
1311;10020;13431.0;1311->10020
1311;10113;13432.0;1311->10113
1311;10195;13433.0;1311->10195
1311;10337;13434.0;1311->10337
1313;1251;13435.0;1313->1251
1313;1260;13436.0;1313->1260
1313;1261;13437.0;1313->1261
1313;1286;13438.0;1313->1286
1313;2634;13439.0;1313->2634
1313;3249;13440.0;1313->3249
1313;5616;13441.0;1313->5616
1313;10767;13442.0;1313->10767
1313;10782;13443.0;1313->10782
1315;709;13444.0;1315->709
1315;977;13445.0;1315->977
1315;1237;13446.0;1315->1237
1315;1892;13447.0;1315->1892
1315;2018;13448.0;1315->2018
1315;2063;13449.0;1315->2063
1315;2229;13450.0;1315->2229
1315;3181;13451.0;1315->3181
1315;5333;13452.0;1315->5333
1315;6818;13453.0;1315->6818
1315;8104;13454.0;1315->8104
1315;8579;13455.0;1315->8579
1317;1233;13456.0;1317->1233
1317;1238;13457.0;1317->1238
1317;1298;13458.0;1317->1298
1317;1318;13459.0;1317->1318
1317;2499;13460.0;1317->2499
1317;2538;13461.0;1317->2538
1317;3502;13462.0;1317->3502
1317;5623;13463.0;1317->5623
1317;5997;13464.0;1317->5997
1317;6027;13465.0;1317->6027
1317;6258;13466.0;1317->6258
1317;6986;13467.0;1317->6986
1317;7833;13468.0;1317->7833
1317;8014;13469.0;1317->8014
1317;8368;13470.0;1317->8368
1317;8647;13471.0;1317->8647
1317;9169;13472.0;1317->9169
1317;9583;13473.0;1317->9583
1318;384;13474.0;1318->384
1318;1238;13475.0;1318->1238
1318;1271;13476.0;1318->1271
1318;1299;13477.0;1318->1299
1318;1300;13478.0;1318->1300
1318;1317;13479.0;1318->1317
1318;1323;13480.0;1318->1323
1318;1700;13481.0;1318->1700
1318;6258;13482.0;1318->6258
1318;10430;13483.0;1318->10430
1320;1257;13484.0;1320->1257
1320;1301;13485.0;1320->1301
1320;1325;13486.0;1320->1325
1320;3447;13487.0;1320->3447
1320;4121;13488.0;1320->4121
1320;4472;13489.0;1320->4472
1321;1317;13490.0;1321->1317
1321;2406;13491.0;1321->2406
1321;6743;13492.0;1321->6743
1322;1266;13493.0;1322->1266
1322;1267;13494.0;1322->1267
1322;1292;13495.0;1322->1292
1322;1318;13496.0;1322->1318
1322;3110;13497.0;1322->3110
1323;1299;13498.0;1323->1299
1324;2873;13499.0;1324->2873
1324;3118;13500.0;1324->3118
1324;3408;13501.0;1324->3408
1324;4617;13502.0;1324->4617
1324;4744;13503.0;1324->4744
1324;4841;13504.0;1324->4841
1324;10870;13505.0;1324->10870
1325;350;13506.0;1325->350
1325;3447;13507.0;1325->3447
1325;3978;13508.0;1325->3978
1325;4121;13509.0;1325->4121
1325;4513;13510.0;1325->4513
1325;4520;13511.0;1325->4520
1325;5643;13512.0;1325->5643
1326;1237;13513.0;1326->1237
1326;1273;13514.0;1326->1273
1326;5305;13515.0;1326->5305
1326;7016;13516.0;1326->7016
1327;11;13517.0;1327->11
1327;16;13518.0;1327->16
1327;104;13519.0;1327->104
1327;1328;13520.0;1327->1328
1327;7131;13521.0;1327->7131
1327;7383;13522.0;1327->7383
1327;7384;13523.0;1327->7384
1328;11;13524.0;1328->11
1328;16;13525.0;1328->16
1328;524;13526.0;1328->524
1328;538;13527.0;1328->538
1328;1620;13528.0;1328->1620
1328;2274;13529.0;1328->2274
1328;2372;13530.0;1328->2372
1328;2467;13531.0;1328->2467
1328;2472;13532.0;1328->2472
1328;3267;13533.0;1328->3267
1328;6160;13534.0;1328->6160
1328;6952;13535.0;1328->6952
1328;7058;13536.0;1328->7058
1328;9065;13537.0;1328->9065
1329;1335;13538.0;1329->1335
1329;1380;13539.0;1329->1380
1329;1382;13540.0;1329->1382
1329;1383;13541.0;1329->1383
1329;1407;13542.0;1329->1407
1329;1470;13543.0;1329->1470
1329;2799;13544.0;1329->2799
1329;3036;13545.0;1329->3036
1329;4827;13546.0;1329->4827
1329;5945;13547.0;1329->5945
1329;5946;13548.0;1329->5946
1329;6158;13549.0;1329->6158
1329;7321;13550.0;1329->7321
1329;7725;13551.0;1329->7725
1329;7729;13552.0;1329->7729
1329;7761;13553.0;1329->7761
1329;7819;13554.0;1329->7819
1329;8060;13555.0;1329->8060
1329;8153;13556.0;1329->8153
1329;8316;13557.0;1329->8316
1329;8363;13558.0;1329->8363
1330;1417;13559.0;1330->1417
1330;1424;13560.0;1330->1424
1330;1428;13561.0;1330->1428
1330;5212;13562.0;1330->5212
1330;5792;13563.0;1330->5792
1330;7868;13564.0;1330->7868
1331;2002;13565.0;1331->2002
1331;2005;13566.0;1331->2005
1331;2590;13567.0;1331->2590
1331;3527;13568.0;1331->3527
1331;5464;13569.0;1331->5464
1331;7522;13570.0;1331->7522
1331;7585;13571.0;1331->7585
1331;7588;13572.0;1331->7588
1331;7633;13573.0;1331->7633
1331;7803;13574.0;1331->7803
1331;7836;13575.0;1331->7836
1331;8362;13576.0;1331->8362
1331;10986;13577.0;1331->10986
1331;11078;13578.0;1331->11078
1332;416;13579.0;1332->416
1332;514;13580.0;1332->514
1332;1338;13581.0;1332->1338
1332;1339;13582.0;1332->1339
1332;1395;13583.0;1332->1395
1332;1396;13584.0;1332->1396
1332;1577;13585.0;1332->1577
1332;2520;13586.0;1332->2520
1332;2824;13587.0;1332->2824
1332;3035;13588.0;1332->3035
1332;6889;13589.0;1332->6889
1332;6949;13590.0;1332->6949
1333;1244;13591.0;1333->1244
1333;1332;13592.0;1333->1332
1333;1339;13593.0;1333->1339
1333;1358;13594.0;1333->1358
1333;1362;13595.0;1333->1362
1333;1376;13596.0;1333->1376
1333;3928;13597.0;1333->3928
1333;6891;13598.0;1333->6891
1333;7605;13599.0;1333->7605
1333;8263;13600.0;1333->8263
1333;11324;13601.0;1333->11324
1334;748;13602.0;1334->748
1334;1410;13603.0;1334->1410
1334;4164;13604.0;1334->4164
1334;4261;13605.0;1334->4261
1334;4277;13606.0;1334->4277
1334;8237;13607.0;1334->8237
1334;8340;13608.0;1334->8340
1334;8526;13609.0;1334->8526
1335;1340;13610.0;1335->1340
1335;1379;13611.0;1335->1379
1335;1380;13612.0;1335->1380
1335;1383;13613.0;1335->1383
1335;6948;13614.0;1335->6948
1336;348;13615.0;1336->348
1336;582;13616.0;1336->582
1336;1261;13617.0;1336->1261
1336;1341;13618.0;1336->1341
1336;1343;13619.0;1336->1343
1336;1380;13620.0;1336->1380
1336;3036;13621.0;1336->3036
1336;3390;13622.0;1336->3390
1336;5052;13623.0;1336->5052
1336;5225;13624.0;1336->5225
1336;6397;13625.0;1336->6397
1336;6949;13626.0;1336->6949
1337;2553;13627.0;1337->2553
1337;3136;13628.0;1337->3136
1337;5359;13629.0;1337->5359
1338;1332;13630.0;1338->1332
1338;3034;13631.0;1338->3034
1339;1338;13632.0;1339->1338
1339;3035;13633.0;1339->3035
1339;6088;13634.0;1339->6088
1339;6897;13635.0;1339->6897
1339;6997;13636.0;1339->6997
1339;7605;13637.0;1339->7605
1340;1335;13638.0;1340->1335
1340;1370;13639.0;1340->1370
1340;1380;13640.0;1340->1380
1340;2472;13641.0;1340->2472
1340;6889;13642.0;1340->6889
1341;1329;13643.0;1341->1329
1341;1407;13644.0;1341->1407
1341;1908;13645.0;1341->1908
1341;1921;13646.0;1341->1921
1341;2123;13647.0;1341->2123
1341;2481;13648.0;1341->2481
1341;3035;13649.0;1341->3035
1341;3036;13650.0;1341->3036
1341;6949;13651.0;1341->6949
1341;7600;13652.0;1341->7600
1343;348;13654.0;1343->348
1343;1329;13655.0;1343->1329
1343;1336;13656.0;1343->1336
1343;1339;13657.0;1343->1339
1343;1341;13658.0;1343->1341
1343;1378;13659.0;1343->1378
